titulo,texto,categoria,url,fecha
Estreno y homenaje a Isabel Taboga,"El Centro Cultural Parque de España será sede de la Noche de Danza del Instituto Superior Provincial de Danzas “Isabel Taboga”, que estrenará el espectáculo “En Dehors - (Tú) Afuera”, bajo la dirección de Verónica Mensegues. En la apertura del encuentro se llevará a cabo un homenaje a Isabel Taboga y será nombrada artista distinguida de la ciudad con una entrega posmortem del Concejo Municipal de Rosario. La cita es hoy, a las 20.30, en el Centro Cultural Parque de España (Sarmiento y el río). Las entradas anticipadas se pueden adquierir a través de www.1000tickets.com.ar
“En Dehors - (Tú) Afuera”, se adelanta, “es una obra construida desde una mirada actual y contemporánea que busca reformular y desentramar aquellos movimientos nacidos en el seno de las cortes europeas, indagando además en cómo esos mismos movimientos continúan circulando, trascendiendo y modificándose (nos) a través del tiempo y la historia”. Además, serán parte de la programación alumnos de primer a cuarto año de la orientación de clásico del profesorado, con obras de Lorena Concari, Julieta Almirón y Virginia Carraro y como parte de la presentación acompañarán escenas a cargo de primer y segundo año de la Orientación de Danza Clásica.",Zoom,https://www.lacapital.com.ar/zoom/estreno-y-homenaje-isabel-taboga-n10096393.html,2023-10-20T16:36:00
Llegó al país el tercer vuelo con argentinos repatriados de Israel,"Un tercer vuelo de Aerolíneas Argentinas trajo este viernes al país a un nuevo contingente de ciudadanos argentinos que decidió dejar Israel tras el inicio de la guerra con Hamas, con arribo a Buenos Aires desde Roma como parte del operativo “Regreso Seguro” que despliega el gobierno nacional en un trabajo conjunto de la Cancillería, el Ministerio de Defensa y las Fuerzas Armadas.
El Airbus 330-200, con número de vuelo AR1091, aterrizó en el aeropuerto internacional de Ezeiza a las 15.49. La aeronave había partido ayer a la mañana desde Ezeiza y llegó a la capital italiana poco antes de la medianoche en calidad de “Ferry”, es decir sin pasajeros y sólo con la tripulación a bordo.
Tras repostar combustible y proceder al embarque de los 229 argentinos que habían sido trasladados hasta Roma por los aviones Hércules C-130 y Boeing 737 de la Fuerza Aérea Argentina, el avión emprendió el regreso a la Argentina, con 229 pasajeros, entre los cuales había 14 militares que estuvieron cumpliendo funciones en la zona y una mascota.
El presidente de Aerolíneas Argentinas, Pablo Ceriani, explicó que “hasta el momento hemos traído de vuelta al país más de 730 personas” y detalló que “entre nuestra base en Roma y los recursos con los que cuenta Cancillería ahí, estamos enfrentando una situación sumamente dramática”.
El funcionario remarcó que “una vez más, Aerolíneas Argentinas pone sus recursos a disposición de una emergencia, demostrando la importancia de contar con una línea de bandera”.
Mientras tanto, los aviones Hércules C-130 y Boeing 737 de la Fuerza Aérea Argentina continúan realizando puentes aéreos entre las ciudades de Tel Aviv y Roma, para repatriar a los más de 1.500 argentinos que se inscribieron para ser evacuados de Israel.",Información General,https://www.lacapital.com.ar/informacion-general/llego-al-pais-el-tercer-vuelo-argentinos-repatriados-israel-n10096394.html,2023-10-20T16:34:00
Un medicamento para el colesterol sin efectos musculares,"Un nuevo tratamiento para disminuir el colesterol sin efectos secundarios a nivel muscular fue presentado por una farmacéutica nacional y es apto para pacientes con intolerancia a las estatinas y los que no logren los objetivos del control del colesterol, pese a recibir otros tratamientos, disminuyendo a la vez los eventos cardiovasculares como el ataque cardíaco o cerebrovascular (ACV).
Este nuevo fármaco, el ácido bempedoico, cuenta con aval y evidencia científica, tanto en pacientes que toman estatinas u otro medicamento para la reducción del colesterol como en intolerantes a las estatinas. La diferencia es que es una prodroga que se activa exclusivamente en el hígado lo cual hace que no tenga toxicidad a nivel muscular.
“El colesterol no es una toxina, no es un veneno, es una de las grasas que se encuentran en el organismo y que cumplen funciones biológicas. Forma parte de la pared de las células del cuerpo, sirve para la producción de distintas hormonas y vitaminas, y junto con los hidratos de carbono, las grasas, son fuente energética para el organismo”, explicó a Télam el doctor Augusto Lavalle Cobo, jefe de Cardiología del Sanatorio Otamendi y secretario de la Sociedad Argentina de Lípidos.
""El colesterol es uno solo; lo que cambia es que la grasa, para poder circular dentro de la sangre, necesita estar unido a una proteína y esa proteína es diferente en el colesterol (LDL) que se conoce como ´colesterol malo´ que es la que está unida al que se conoce como ´colesterol bueno´ (HDL)"", dijo.
Insuficiencia cardíaca, cómo aplicamos en nuestros pacientes las recientes recomendaciones. Sesión conjunta SAC - HFA Borges#SAC23CARDIOSUR pic.twitter.com/nDLLQvhsu1
Agregó que, ""lo bueno o malo” tiene que ver no solo con la diferencia de la proteína sino con dos conceptos, uno, que el colesterol LLD es el que se transporta a los tejidos para ser usado, y el otro es que transporta el colesterol desde los tejidos al hígado para ser eliminado.
El nuevo medicamento demostró reducir “significativamente los niveles de colesterol asociado a lipoproteínas de baja densidad (LDL), colesterol total y la proteína C reactiva (PCR), lo cual podría explicar un efecto antiinflamatorio, además del efecto lipídico”, dijeron los especialistas.
Si bien ya se ha lanzado a nivel internacional, el laboratorio Gador es el primero en producirlo en Argentina, generando una mayor accesibilidad para que más personas puedan mejorar su calidad de vida, al tiempo que permite prevenir los eventos cardio y cerebrovasculares de origen aterosclerótico.
Los dolores musculares o calambres a los que refiere el especialista se traducen en sensación de pesadez en los hombros o muslos, y dolor intenso, tanto que en algunos casos hasta imposibilita al paciente a realizar actividades diarias.
“La intolerancia a las estatinas es un escenario que presenciamos a diario en la práctica clínica, siendo los síntomas musculares el primer motivo de abandono de la medicación. Este nuevo medicamento se posiciona como una opción válida, y una alternativa de primera línea para pacientes con intolerancia a estatinas o efectos adversos relacionados con el uso de este fármaco”, coincidió el doctor Pablo Corra, lipidólogo, y presidente de la Sociedad Argentina de Lípidos.
Los médicos explicaron también que hay circunstancias en donde las estatinas por sí solas no logran alcanzar la meta de tratamiento, más allá de que algunas de ellas bajan un 50% del colesterol LDL y mencionaron por ejemplo que, el fármaco Ezetimiba disminuye del 18 al 20% el c-LDL.
“El nuevo medicamento tiene una eficacia similar a la Ezetimiba, en cuanto a potencia, pero ha demostrado, un beneficio significativo en términos de prevenir eventos cardiovasculares en pacientes con intolerancia a las estatinas; a su vez es una herramienta hoy disponible para aquellos pacientes que se encuentran recibiendo tratamientos y aún requieran un descenso mayor en los niveles de c-LD”, dijo Lavalle Cobo.
El lanzamiento fue anunciado en el marco del Congreso de la Sociedad Argentina de Cardiología, SAC 23, un evento que nuclea a destacados referentes nacionales e internacionales especializados en esta patología.",Información General,https://www.lacapital.com.ar/informacion-general/un-medicamento-el-colesterol-efectos-musculares-n10096141.html,2023-10-20T16:29:00
Un santafesino se convirtió en el primer argentino en recibir la Llave de Londres,"El santafesino Juan Dávila y Verdin recibió las Llaves de Londres (Freedom of London), uno de los premios más relevantes a nivel educativo en Europa, por el desarrollo y promoción de la educación a partir de la creación de la plataforma educativa FuturED.
Dávila y Verdin recibió el pasado 22 de septiembre el mismo galardón que recibió, por ejemplo, Nelson Mandela, Davila se une a las filas de Su Majestad el Rey, la Reina Isabel II, el difunto Duque de Edimburgo, Winston Churchill, el presidente estadounidense Franklin D. Roosevelt, Lord Robert Baden-Powell, J.K Rowling y Annie Lennox, entre muchos otros.
""Es un orgullo recibir semejante distinción y quiero agradecer las autoridades que me han otorgado este galardón. Mi compromiso es de todos los días para contribuir a mejorar, desarrollar y poder alcanzar los más altos standares en materia educativa. El bien común es posible y desde las organizaciones se pueden sumar experiencias provechosas"", destacó Dávila y Verdin.
La ceremonia tuvo lugar días atrás en la Sala del Tribunal Chamberlain, en Guildhall, el Centro ceremonial y administrativo de la City de Londres y su Corporación y el santafesino recibió el galardón por parte del alcalde de Londres. ""Paso por el living de mi casa y veo la llave colgada y me digo: esto es de otra persona"", comentó en declaraciones a LT10.
Dávila y Verdin recibió la distinción por su incansable trabajo por la sostenibilidad a través de educación más alta, debido a su compromiso con la temática y sus constantes esfuerzos por desarrollar programas de gran alcance a nivel internacional.
El premio Libertad de la Ciudad de Londres se otorga a aquellos que han logrado el éxito en sus respectivos campos, creado por primera vez en el año 1237.
Davila se une a las filas de Su Majestad el Rey, la Reina Isabel II, el difunto Duque de Edimburgo, Nelson Mandela, Winston Churchill, el presidente estadounidense Franklin D. Roosevelt, Lord Robert Baden-Powell, J.K Rowling, Annie Lennox, entre muchos otros.
Juan, joven santafesino radicado hace varios años en Londres, estudió bachillerato de historia en la Universidad Nacional del Litoral, realizó posgrado en Gestión de Organizaciones Internacionales en la Universidad de Geneve, Máster in Bussines en la Universidad Internacional de Mónaco, y estudios en la Universidad por la Paz de Naciones Unidas.
""La calidad educativa argentina es espectacular, hay mucho trabajo científico por detrás. En eso la verdad que pese a las crisis económicas, el trabajo y esfuerzo que ponen los profesionales es increíble"", destacó Dávila y Verdin.
Sin embargo, evaluó: ""Hay un pequeño problema que ocurre tanto en los sectores público y privado, donde el sistema académico está quedando obsoleto. Una carrera de grado en Estados Unidos, Europa, Africa, Asia y Medio Oriente el promedio son tres años full time y cuatro part time, salvo casos como Medicina. Pero en Agentina y Latinoamérica se extiende de cinco, siete y nueve años promedio"".
""Mientras que un estudiante tarda entre 7 y 9 años para graduarse, en el mismo trayecto educativo un alumno de otros lugares mencionados ya tiene en ese lapso un título de grado, uno o dos masters y un doctorado, y no estamos hablando de inteligencias, sino de esquemas educativos"", ejemplificó.
Las llaves de la ciudad (también denominado en inglés Freedom of the City, libertad de la ciudad) es una distinción honorífica que se otorga por parte de una municipalidad a miembros eminentes de una comunidad o a los visitantes ilustres en diversas ciudades. De acuerdo con algunas referencias históricas, esta distinción se otorgó por primera vez en Londres en 1237.
Esta distinción es extensamente otorgada en ciudades de diferentes países del mundo. Se supone que tiene sus orígenes en las ciudades amuralladas o fortalezas medievales, cuyo acceso requería una llave que se otorgaba a personalidades de confianza para su libre acceso.
FuturED (https://futured.org.uk/es) es una organización educativa internacional nacida en Mónaco y desarrollada con pasión en el Reino Unido, una plataforma en línea, fundada para contribuir al logro de los Objetivos de Desarrollo Sostenible de las Naciones Unidas. También respaldada por el Pacto Mundial de las Naciones Unidas y el SME Climate Hub.
La misión de la organización es promover un mundo donde los hablantes de español e inglés de todo el planeta puedan acceder a una educación de calidad, en cualquier lugar. A través de la plataforma, uno de los objetivos es que más personas puedan desarrollar sus carreras utilizando todo su potencial. Es un espacio de aprendizaje online produce contenido académico en español e inglés.",La Región,https://www.lacapital.com.ar/la-region/un-santafesino-se-convirtio-el-primer-argentino-recibir-la-llave-londres-n10096385.html,2023-10-20T16:25:00
Se agudiza el conflicto judicial con la tabacalera Bronway,"El conflicto judicial que protagoniza la tabacalera Bronway en la justicia federal de Rosario se ha visto agravado recientemente a partir de dos resoluciones contradictorias dictadas por dos jueces federales de la ciudad en dos procesos judiciales distintos. El hecho provoca una situación de absoluta incertidumbre legal y en juego se encuentra las arcas del Estado, que no percibe miles de millones en impuesto que debería tributar la tabacalera. Algunas fuentes refieren más de 300 millones de dólares omitidos en un contexto donde el Estado necesita cada recurso.
Bronway, por su parte, apela al argumento de las fuentes de trabajo para excusar una actividad que, a esta altura, muchos consensúan como ilegal.
La contradicción radica en la pulseada que protagonizan la jueza federal Silvya Aramberri y su par Gaston Salmain. La primera pugna con llamativa urgencia por extender la cautelar de excepción que permite a la empresa tabacalera no pagar impuestos. El segundo ha ordenado a la Afip, en un contexto judicial atípico, que cese la entrega de las estampillas que permiten la comercialización del producto dada la friolera suma debida.
La sala que debe dirimir este conflicto con urgencia, por ser cautelares y por encontrarse el interés del fisco involucrado, se ve empantanada por la falta de voto del tercer vocal, Fernando Barbará, que se encuentra avocado al estudio del tema desde hace varias semanas.
En el ambiente judicial sindican de imprudente al vocal por causar esta demora, dado que toda la situación en juego requiere una responsabilidad máxima en el funcionario público.
Mientras tanto, el conflicto se dilata y acumula capítulos. La medida cautelar que fue dictada por la jueza federal Sylvia Aramberri le permitió a la firma rosarina con sede en Joaquín Granel al 3400, en la zona noroeste, acceder a un tratamiento impositivo diferencial y privilegiado, lo cual motivó la presentación de diversos recursos de apelación por parte del Estado Nacional y duras críticas por parte de la Afip.
Pero por otro lado, la resolución que dictó el juez Salmain le ordenó a la Afip que cese la entrega de las estampillas que permiten la comercialización del producto a Bronway dada el alto monto adeudado por la firma en concepto de pago de impuestos.
Ya la Afip había realizado una presentación en donde denunció que la empresa se estaría sirviendo de forma abusiva de la medida cautelar obtenida ante de la Cámara Federal de Apelaciones de Rosario.",La Ciudad,https://www.lacapital.com.ar/la-ciudad/se-agudiza-el-conflicto-judicial-la-tabacalera-bronway-n10096388.html,2023-10-20T16:12:00
"""No hagan mucha bosta"", disparó el alcalde de Río de Janeiro a los hinchas de Boca","El intendente de Rio de Janeiro, Eduardo Paes, bromeó este jueves sobre el esperado aluvión de 150.000 hinchas de Boca que llegarán a la ciudad maravillosa para la final de la Copa Libertadores ante Fluminense en el estadio Maracaná.
""Dios mío! No hagan mucha bosta por favor señoras e señores bosteros! Gracias"", escribió en portuñol el alcalde carioca, un político aliado del presidente Luiz Inácio Lula da Silva y conocido por su apego a las manifestaciones populares, como el fútbol, el samba y el carnaval.
Paes, hincha de Vasco da Gama, reaccionó en la red social X (ex Twitter) a una publicación de la página @la12tuittera, que publicó que ""Se esperan 150.000 bosteros el 4 de noviembre en Río de Janeiro. Somos el movimiento popular más grande del mundo"".
Los hinchas de Boca Juniors en Brasil comenzaron a organizar banderazos y caravanas en los días previos a la final en la playa de Copacabana, uno de los símbolos de Rio de Janeiro.
Fluminense agotó las primeras 20.000 entradas puestas a la venta por la Conmebol para la final en el Maracaná.
Dios mio!!!! No hagan mucha bosta por favor señores e señoras bosteros! Gracias! https://t.co/jgTXUOx1aR
Según la prensa local, el estadio, que es del gobierno del estado de Río de Janeiro, es motivo de una disputa entre el rival histórico de Fluminense, Flamengo, que quiere utilizar el escenario el domingo anterior a la final para enfrentarse a Bragantino por el campeonato brasileño.
El caso puso en crisis a la Conmebol, que quería tener disponible el escenario una semana antes del choque para realizar eventos y preparar el escenario para la final de la Libertadores y por el cual ha intervenido para mediar la Confederación Brasileña de Fútbol.
Flamengo y Fluminense tienen la administración compartida del Maracaná, que fue reformado para el Mundial 2014.
Fluminense prepara varias actividades para sus hinchas fuera del estadio el día de la final, como colocar en su sede del barrio de Laranjeiras una pantalla gigante, así como en otros barrios de la ciudad.
La organización de estos eventos dependerá de la luz verde de la gobernación del bolsonarista Claudio Castro, quien tiene a cargo a la policía militarizada que será la encargada de la seguridad en la ciudad maravillosa.",Información General,https://www.lacapital.com.ar/informacion-general/no-hagan-mucha-bosta-disparo-el-alcalde-rio-janeiro-los-hinchas-boca-n10096318.html,2023-10-20T15:53:00
Newell's le ganó a Tigre en el final con goles de Martino y May,"En el final del partido, en dos minutos, el rojinegro se puso arriba, a los 82' y 84' minutos. Con goles de Angelo Martino y Guillermo May la lepra venció a Tigre 2 a 0 y se acomodó en la tabla acumulada. Además está en playoff de Copa de Liga.
Arrancó el segundo tiempo con el resultado cerrado en cero entre Newell's y Tigre. Angelo Martino lo tuvo y levantó el disparo por encima del travesaño.
Brian Aguirre remató de volea dentro del área y la pelota se fue por arriba del travesaño. Al término de la etapa inicial igualan 0 a 0.
Newell's y Tigre igualan 0 a 0 por la 9ª fecha de la Copa de la Liga Profesional en el José Dellagiovanna. El árbitro del partido es Fernando Espinoza, quien tiene como asistentes a Diego Bonfá y Maximiliano Castelli. Héctor Paletta está como cuarto árbitro. En el VAR se encuentra Diego Ceballos mientras que Diego Verlotta es el AVAR.
Otra vez Heinze volvió a sorprender con la conformación de la alineación titular.
Cuando confirmó el equipo a las 15.50 se conoció que la apuesta del DT sería con tres zagueros en el fondo.
Esta vez apostó por enfrentar a Tigre con Velázquez, Glavinovich y Ortiz en la última línea. Así le dará rodaje al joven marcador surgido de la reserva, tras la lesión que lo marginó varios partidos.
A las 15.15 Panchito González, que superó la larga lesión en la rodilla, salió a la cancha con sus compañeros para los movimientos previos. Estuvo cerca de Sordo y de Balzi. Siempre con una sonrisa. Irá al banco.
GAME CAST
FORMACIONES",Ovación,https://www.lacapital.com.ar/ovacion/newells-le-gano-tigre-el-final-goles-martino-y-may-n10096377.html,2023-10-20T15:43:00
Los Pumas fueron arrasados por los All Blacks y ahora irán por el consuelo del podio,"Los Pumas entregaron todo pero no fue suficiente. Los All Blacks fueron demasiado rival, rápidamente se lo demostraron y a la selección argentina no le quedará otra que pelear por el tercer puesto y repetir la mejor actuación, que fue justamente en Francia en 2007. El rival saldrá del perdedor de la otra semifinal, este sábado entre Sudáfrica e Inglaterra. Los ingresos de los experimentados Nicolás Sánchez y Agustín Creevy cuando estaba todo definido fueron demasiados tardíos y la pregunta fue porqué no jugaron de titulares semejante partido de semifinales de un Mundial.
Los Pumas salieron con todo a jugar en campo de los All Blacks y a los 4 minutos tuvieron un penal, convertido por Emiliano Boffelli. De entrada, la selección argentina se puso 3 a 0 en un inicio que ilusionaba. Pero claro, por algo Nueva Zelanda es tricampeón mundial y convirtió dos try sobre los 16 minutos para ponerse 12-3. Aunque Boffelli volvió a notar un penal cerca del final del primer tiempo para el 12-6.
A los 8 minutos Boffelli fue a tomar la pelota sin dejarla picar luego de un kick neocelandés y chocó duro con Caleb Clarke, por lo que debió se atendido. Por fortuna pudo recuperarse.
Sobre los 10' llegó el primer try a través de Will Jordan, convertido por Richie Mo'unga. Mientras que a los 16' otra vez apoyaron en el ingoal argentino luego de una tremenda corrida, por medio de Jordie Barrett, que no fue convertido por Mo'unga.
Los Pumas intentaron en muchas ocasiones forzar para llegar al try pero solo pudieron un nuevo penal casi debajo de los palos ante la férrea defensa de los All Blacks. De nuevo Emiliano Boffelli lo cambió por tres puntos.
Y enseguida esta vez Nueva Zelanda tuvo su chance de penal y Mo'unga no la desaprovechó para el 15-6.
El primer tiempo pareció cerrarse ahí pero un nuevo penal terminó en try de los All Blacks, apoyado por Shannon Frizell y nuevamente marrado en la conversión por Mo'unga para cerrar el primer tiempo con una diferencia que es más indescontable en el juego que en el resultado.
Y al comienzo del complemento, tras un scrum a favor, llegó el fácil try de Aaron Smith, convertido por Mo'unga para estirar a 27-6 sobre los 3 minutos. Y cinco minutos, después de una gran defensa argentina, el quinto try de All Blacks por Shannon Frizell, también convertido por Mo'unga.
Sin reacción, sin posibilidades de aproximarse al line rival, Will Jordan volvió a anotar un try, el sexto de los All Blacks, que Mo'unga, bastante errático por cierto, no pudo convertir.
Recién con el 39-6 en contra, el entrenador Michel Cheika mandó a la cancha a los experimentados Nicolás Sánchez y Agustín Creevy. Pero la historia estaba cerrada y hubo tiempo para otro try de Jordan, nuevamente marrado por Mo'unga para el 44-6.
La previa
Los Pumas juegan por la gloria. Sí, aunque no signifique salir campeón, vencer a los All Blacks en el Stade de France se transformará en la página más importante del rugby argentino. La semifinal en el stade de France, en Saint-Etienne paraliza a un país. Y el seleccionado de Michael Cheika intentará por primera vez llegar a una final de una copa del mundo. En 2007 logró su mejor ubicación, también en Francia como ahora, y acaso este Mundial de Rugby 2023 sea el mejor presagio que algo extraordinario puede pasar.
La lluvia será también protagonista de la jornada y, según la opinión del rosarino Leo Senatore volcada en Ovación, puede beneficiar a los All Blacks por el mejor manejo de pelota. Pero todo está por verse. Si bien en el rugby no son muy comunes las sorpresas, los All Blacks tienen la mayor presión por haber quedado afuera de la final en Japón 2019 y necesitan sí o sí llegar a esa instancia. Para Los Pumas sería un enorme premio,
Formaciones:
Los Pumas: Thomas Gallo, Julián Montoya (C), Francisco Gómez Kodela; Guido Petti, Matías Lavanini; Juan Martín González, Marcos Kremer, Facundo Isa; Gonzalo Bertranou, Santiago Carreras; Mateo Carreras, Santiago Chocobares, Lucio Cinti, Emiliano Boffelli; Juan Cruz Mallía.
All Blacks: Ethan de Groot, Codie Taylor, Tyrel Lomax; Brodie Retallick, Scott Barret; Shannon Frizell, Sam Cane (C), Ardie Savea; Aaron Smith, Richie Mo'unga; Mark Tele'a, Jordie Barrett, Rieko Ioane, Will Jordan; Beauden Barrett.",Mundial de Rugby 2023,https://www.lacapital.com.ar/mundial-rugby-2023/los-pumas-fueron-arrasados-los-all-blacks-y-ahora-iran-el-consuelo-del-podio-n10096380.html,2023-10-20T15:28:00
Brindis TV ofrecerá una inédita cobertura de las elecciones vía streaming,"Este domingo 22 de octubre son las elecciones presidenciales en Argentina y, a partir de las 19, habrá una inédita propuesta de BrindisTV.
A través del canal de YouTube de Brindis TV, los programas ""Cabaret Volaire"" y ""Tercera Oposición"" se unen para una  cobertura electoral sin precedentes en el streaming rosarino. Ambos ciclos forman parte de la grilla semanal de Brindis.
""Tercera Oposición"" será el encargado de inaugurar la transmisión que contará con móviles en los distintos bunkers de los principales candidatos a presidente, además de entrevistas exclusivas con distintas figuras de la política nacional, análisis político y resultados de los comicios en tiempo real. Más tarde, será el turno de""Cabaret Voltaire"" que seguirá con todo el análisis de la coyuntura electoral junto a invitados de lujo que participarán de la jornada.
""Tercera Oposición"" es el primer programa de stream político rosarino en cubrir las elecciones provinciales y nacionales que sale al aire todos los martes de 20 a 22. Por su parte, ""Cabaret Voltaire"", es el primer ""late night show"" rosarino de pensamiento político transmitido por streaming, todos los domingos de 22 a 23:30.
Brindis Tv es una plataforma de streaming de la ciudad de Rosario que cuenta con una programación de más de 50 horas semanales con cinco programas diarios y seis programas semanales. Transmite en vivo a través de sus canales de Youtube y Twitch de lunes a viernes de 9 a 17. También están en Instagram y Tik Tok.",Política,https://www.lacapital.com.ar/politica/brindis-tv-ofrecera-una-inedita-cobertura-las-elecciones-via-streaming-n10096373.html,2023-10-20T15:02:00
Picada mortal en avenida del Rosario y Ayacucho: los imputados seguirán presos,"La Justicia Penal de Rosario prorrogó la prisión preventiva efectiva hasta la audiencia preliminar al juicio para los autores de la picada mortal registrada el 20 de marzo de 2021 y que acabó con la vida de David y Valentino Pizorno, padre e hijo, y causó graves heridas a Cintia Díaz, tras sufrir el choque en el cruce de Ayacucho y avenida del Rosario.
German S., de 37 años, y Pablo M., de 37, están acusados por los fiscales Waler Jurado y Valeria Piazza Iglesias de homicidio simple en calidad de coautores en grado consumado, y lesiones graves, todos con dolo eventual en concurso ideal y realización de pruebas de velocidad y destreza sin la debida autorización legal en concurso real y todos en calidad de coautor.
El choque ocurrió minutos después de la medianoche, ya en el sábado 20 de marzo de 2021, cuando la familia Pizorno viajaba a bordo de un Citroën C3 color negro por Ayacucho.
Al cruzar avenida del Rosario, un Citroën C4 blanco conducido por Pablo M. atravesó la esquina a 134 kilómetros por hora (tal como consta en la causa) y pasó muy cerca de la trompa del auto de la familia Pizorno, según las pericias recolectadas por la Fiscalía.
Sin embargo, sufrieron el brutal impacto del otro vehículo, que tenía en el volante a Germán S. y se trasladaba a 124 kilómetros por hora. Como consecuencia de ese siniestro, David Pizorno, de 42 años, y Valentino, de 8, perdieron la vida, mientras que Cintia Díaz, de 33 años, resultó con graves heridas.
La Fiscalía aseguró que los imputados representaron el resultado como una posibilidad seria, lo asumieron, no desistieron o renunciaron a dicha acción inusitadamente peligrosa, para la vida de las personas y para ellos mismos continuando sin importarle la producción del resultado con su accionar.
Sostuvo, además, que ambos actuaron con dolo eventual puesto que venían corriendo una picada ilegal, a altísima velocidad, en la intersección sumamente transitada, no frenaron en ningún momento al cruzar Ayacucho y además hicieron caso omiso a la intermitencia del semáforo en rojo.
Luego de múltiples audiencias, el 26 de septiembre de 2022 se realizó la audiencia preliminar donde se aceptó el requerimiento acusatorio. La Fiscalía solicitó la pena de 18 años de prisión y 10 años de inhabilitación para los conductores. Ahora, en una nueva audiencia, se prorrogó la prisión preventiva para ambos imputados hasta la audiencia preliminar al juicio.",La Ciudad,https://www.lacapital.com.ar/la-ciudad/picada-mortal-avenida-del-rosario-y-ayacucho-los-imputados-seguiran-presos-n10096368.html,2023-10-20T14:44:00
